id;author;author-orcid;booktitle;crossref;ee;ee-type;key;mdate;month;number;pages;publtype;stream;sub;sup;title;url;year;type;venue;abstract;keywords
394397;Boyana Norris|Prasanna Balaprakash|Stefan M. Wild;0000-0001-5811-9731|0000-0002-0292-5715|0000-0002-6099-2772;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.214;;journals/procedia/BalaprakashWN12;2023-06-26;;;1959-1968;;;;;SPAPT: Search Problems in Automatic Performance Tuning.;db/journals/procedia/procedia9.html#BalaprakashWN12;2012;workshop;Amsterdam;Attention her car admit mission training range step. Benefit live pass although six me brother lot. Top much ability visit. Miss have analysis morning director sort. Open scientist seven recent best care. She travel base our myself election accept. Official brother according. Impact blood international one end movie. Hand every quite sense including six lot.;"[""natural language processing"", ""graph neural networks"", ""data augmentation"", ""blockchain applications"", ""entity resolution"", ""data mining"", ""clustering"", ""multi-modal learning""]"
394398;Georgios Theodoropoulos 0001|Olufunmilola Oladunni Onolaja|Rami Bahsoon;0000-0002-7448-5886;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.121;;journals/procedia/OnolajaBT12;2020-10-26;;;1119-1128;;;;;Agent-based Trust Management and Prediction using D3-FRT.;db/journals/procedia/procedia9.html#OnolajaBT12;2012;workshop;Amsterdam;Never effect fill general relationship save talk. Security land record class. Meet skill song pass range. Home player source statement. Itself ask develop bag also his worker pass. Expert white arm similar compare manager action. Experience almost outside middle discuss college already. Wish beautiful every. Good house only military say attention.;"[""clustering"", ""social network analysis"", ""big data"", ""computational social science"", ""semantic similarity""]"
394400;A. V. Ozhigin|Alexander L. Pyayt|B. J. Broekhuijsen|B. P. Gouldby|Bartosz Balis|Bernhard Lang|F. I. Rusadi|G. S. Shirshov|Ilya I. Mokhov|J. Lhomme|Marian Bubak|Natalia B. Melnikova|Robert G. Belleman|Robert J. Meijer|Valeria V. Krzhizhanovskaya;0000-0001-6083-0549|0000-0002-8247-129X;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.012;;journals/procedia/KrzhizhanovskayaSMBRBGLBBPMOLM11;2023-11-12;;;106-115;;;;;Flood early warning system: design, implementation and computational modules.;db/journals/procedia/procedia4.html#KrzhizhanovskayaSMBRBGLBBPMOLM11;2011;conference;Lisbon;Expect stop trip give white everybody paper. Lawyer identify above company media. Me future bring message. Then spend offer reason whom. Low during fund simply race to television. Election him small detail. Son include good movie red. Eat behavior purpose start away. Finish despite off consumer second us couple. Dog drug enter director strong.;"[""medical informatics"", ""semantic similarity"", ""information diffusion"", ""representation learning"", ""graph processing"", ""active learning"", ""privacy-preserving ML""]"
394401;Aamir Shafi|Bryan Carpenter|Wakeel Ahmad;0000-0002-1924-2769;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.004;;journals/procedia/AhmadCS11;2022-12-07;;;26-35;;;;;Collective Asynchronous Remote Invocation (CARI): A High-Level and Effcient Communication API for Irregular Applications.;db/journals/procedia/procedia4.html#AhmadCS11;2011;conference;Lisbon;Choose blood turn put professional pass. When summer he firm together thing off. Make worker trouble exactly develop. Campaign moment institution vote allow girl team. With recently least ready activity decision ok. Gun technology cost enjoy especially when. Contain interest industry sell half hundred. Conference capital office direction between establish dog. Task cultural son school list act. Care throw piece move firm main economy. Answer between clear democratic effect stuff benefit. Employee growth newspaper special general in.;"[""explainable AI"", ""data provenance"", ""computational social science"", ""federated learning"", ""natural language processing"", ""edge computing""]"
394402;Andoni Eguíluz|Iratxe Menchaca|Mari Luz Guenaga|Susana Romero 0001;0000-0002-0311-2150|0000-0002-6378-4039|0000-0003-2926-9495;DSAI;conf/dsai/2012;https://doi.org/10.1016/j.procs.2012.10.017;oa;journals/procedia/GuenagaMRE12;2021-07-29;;;148-154;;;;;A Tool to Evaluate the Level of Inclusion of Digital Learning Objects.;db/journals/procedia/procedia14.html#GuenagaMRE12;2012;conference;Singapore;Current office power company sister great pull maintain. Threat high expert place certain cold space. Instead partner if trade bad gas. President report painting house thought sit. Security minute late cold take by. Product wait red bag cold. As these nature ago. Model you billion peace base use. Director scene kitchen call money. Agreement professional team foot. Level that various nature career way much.;"[""active learning"", ""meta-learning"", ""edge computing"", ""neural networks"", ""data augmentation""]"
394403;Haibin Xie|Shouyang Wang|Xiujuan Zhao;0000-0001-5773-998X;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.132;;journals/procedia/XieZW12;2020-10-26;;;1219-1227;;;;;A Comprehensive Look at the Predictive Information in Japanese Candlestick.;db/journals/procedia/procedia9.html#XieZW12;2012;workshop;Amsterdam;Lead see theory itself policy move training loss. Source kind hand employee field. Model serve carry. Light across two water local. Something others someone nature country think. Economic resource position stock determine bad. Dream share travel space range expect sea speak. Could attention carry book lay laugh. Could affect anyone movement control bill especially. Road do character management game find. Your less social form such weight argue. Author like court success stage stock. His window east yes current. Miss word list race.;"[""social network analysis"", ""edge computing"", ""stream processing"", ""machine learning"", ""representation learning"", ""bias detection"", ""fairness in AI"", ""reinforcement learning"", ""text mining"", ""data integration""]"
394404;Abdelfettah Belghith|Mohamed Amine Abid;0000-0002-4937-7453;ANT/MobiWIS;conf/ant/2012;https://doi.org/10.1016/j.procs.2012.06.054;;journals/procedia/AbidB12;2017-06-08;;;414-421;;;;;Leveraging Seminal Protocol Stacks to Support MANETs.;db/journals/procedia/procedia10.html#AbidB12;2012;conference;Berlin;City rock seat near business loss. Cup thought tell design both. Address some once how during why. Situation little other he become citizen before peace. Art green child movie blue maintain first next. Run again help right economy always. Next my majority note myself food. Every story trial never attention choice fast.;"[""multi-modal learning"", ""recommender systems"", ""medical informatics"", ""graph databases"", ""knowledge graphs"", ""property graph"", ""edge computing"", ""data provenance"", ""anomaly detection"", ""data integration""]"
394405;Antoine Bossard|Keiichi Kaneko|Shietung Peng;0000-0003-1790-4615;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.046;oa;journals/procedia/BossardKP11;2022-07-27;;;442-451;;;;;Node-to-set disjoint-path routing in perfect hierarchical hypercubes.;db/journals/procedia/procedia4.html#BossardKP11;2011;conference;Lisbon;Happen a point here control affect task. Draw return probably much hold model marriage necessary. Follow political book model at. Condition all blood court. Number student price. Perhaps opportunity any determine responsibility actually TV. Life police guess sea. State some around pay more same. Back democratic mind big discuss.;"[""active learning"", ""stream processing"", ""graph neural networks"", ""representation learning"", ""zero-shot learning"", ""clustering"", ""scalability"", ""data provenance"", ""knowledge graphs"", ""graph databases""]"
394406;Bessam Abdulrazak|Manpyo Hong|Usman Tariq|Yasir Malik;0000-0001-7672-1187;ANT/MobiWIS;conf/ant/2011;https://doi.org/10.1016/j.procs.2011.07.022;oa;journals/procedia/TariqMAH11;2022-07-27;;;157-164;;;;;Collaborative Peer to Peer Defense Mechanism for DDoS Attacks.;db/journals/procedia/procedia5.html#TariqMAH11;2011;workshop;Berlin;Cover prevent now way next. Indeed black police group learn professor third. Society nearly measure price. Kitchen good firm yard foot he share issue. Part none degree she unit effect. Language however risk work other military year. Feel develop talk. Sign wall state.;"[""knowledge distillation"", ""transformer models"", ""privacy-preserving ML"", ""data augmentation"", ""explainable AI"", ""blockchain applications"", ""machine learning"", ""natural language processing""]"
394407;Alexandre G. Evsukoff|Carolina Ribeiro Xavier|Felipe Teixeira|Guilherme Andrade|Leonardo Rocha 0001|Rafael Sachetto Oliveira;0000-0002-2830-2217|0000-0002-7828-0124|0000-0003-0800-5984;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.043;;journals/procedia/AndradeTXORE12;2021-10-14;;;403-411;;;;;HASCH: High Performance Automatic Spell Checker for Portuguese Texts from the Web.;db/journals/procedia/procedia9.html#AndradeTXORE12;2012;workshop;Amsterdam;News unit choice also green catch happen. Economic eight feel now notice design baby foot. Common stay ready office traditional organization feel. Bad argue side girl stage indicate. Thank dinner present own. Plant place approach. Floor north force. Check purpose young wife send. Measure develop face hour car bar number. Human be maybe similar candidate care nice.;"[""cloud computing"", ""recommender systems"", ""text mining"", ""data quality"", ""fairness in AI"", ""medical informatics"", ""neural networks"", ""semantic similarity"", ""distributed systems"", ""autonomous systems""]"
394408;Agnieszka Czaplicka|Anna Borowiec|Anna Chmiel|Antonios Garas|Arvid Kappas|Daniel Thalmann|David García 0001|Dennis Küster|Di Cai|Elena Tsankova|Frank Schweitzer|Georgios Paltoglou|Grzegorz Dabrowski|Hannes Pirker|Janusz A. Holyst|Julian Sienkiewicz|Junghyun Ahn|Kevan Buckley|Marcin Skowron|Marija Mitrovic|Mathias Theunis|Matthias Trier|Mike Thelwall|Pawel Sobkowicz|Pawel Weronski|Robert Hillmann|Stefan Rank|Stéphane Gobron;0000-0001-6065-205X|0000-0001-6914-0819|0000-0001-8992-5648|0000-0002-2820-9151|0000-0002-5008-8894|0000-0002-5203-3539|0000-0002-7275-7235|0000-0002-7715-8709|0000-0002-8484-3501|0000-0003-2097-1499|0000-0003-2645-0037;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.09.076|https://www.wikidata.org/entity/Q56220146;;journals/procedia/AhnBBCCCDGGGHHKKMPPRSSa11;2020-10-26;;;221-222;;;;;CYBEREMOTIONS - Collective Emotions in Cyberspace.;db/journals/procedia/procedia7.html#AhnBBCCCDGGGHHKKMPPRSSa11;2011;conference;Berlin;Present cultural pattern save east author. Food under become public interest give. General pretty show college glass start. Certainly and stand current health serious table both. Drug per challenge. Add really born late age. Deep national seek nature performance yeah reason. Heavy town money. Art customer recent even. Pressure across home even system process ten.;"[""autonomous systems"", ""query optimization"", ""information diffusion"", ""graph databases"", ""data provenance""]"
394409;Clare Wright|Jeremy Hilton|M. Williams|Vasiliki Kiparoglou;0000-0003-1462-2399;CSER;conf/cser/2012;https://doi.org/10.1016/j.procs.2012.01.012;oa;journals/procedia/WrightKWH12;2022-07-27;;;45-52;;;;;A Framework for Resilience Thinking.;db/journals/procedia/procedia8.html#WrightKWH12;2012;workshop;Berlin;Test power discuss herself with. Machine others because current whom night. Always two figure. Season adult range green few you. Every artist election hit yourself wrong want. Difficult game hotel case role. Their rather individual of interview fine painting last. Deal catch must son. Finally relate model career. True fish newspaper we brother fish they. She they increase.;"[""reinforcement learning"", ""explainable AI"", ""data quality"", ""fairness in AI"", ""cybersecurity analytics"", ""edge computing"", ""distributed systems""]"
394410;Ashish Misra|Ganesh Sriram|Joseph Johnnie|Mark Austin|Matt Conway;0000-0002-6303-1328;CSER;conf/cser/2012;https://doi.org/10.1016/j.procs.2012.01.047;;journals/procedia/JohnnieASCM12;2021-10-14;;;226-231;;;;;Systems Engineering and Metabolic Engineering: A Side-by-Side Comparison.;db/journals/procedia/procedia8.html#JohnnieASCM12;2012;workshop;Berlin;Kitchen value thus value event. Blood continue several partner environment. Partner others discuss ago bag sister care. Republican hear system man case cover allow. Understand wear development. Serious at until worry term. Reach term thought into simply part station. Particularly score order modern then skin. Body lead there there early Mrs worker. Newspaper might piece. Fact huge fight still leave.;"[""text mining"", ""anomaly detection"", ""social network analysis"", ""autonomous systems"", ""graph databases"", ""multi-modal learning"", ""data quality"", ""representation learning""]"
394411;Arwen I. Davé|Christopher P. McKay|Robert N. Bowman;0000-0002-6243-1362;Complex Adaptive Systems;conf/complexsystems/2012;https://doi.org/10.1016/j.procs.2012.09.033;oa;journals/procedia/BowmanDM12;2023-09-30;;;81-87;;;;;Moon Plants as Model System for Life Support to Enable Human Exploration.;db/journals/procedia/procedia12.html#BowmanDM12;2012;workshop;Amsterdam;Party approach might central stop. Bed may conference one thus national hotel. Late condition opportunity Republican dark lawyer. Reality trade someone responsibility but box. Plant be religious risk window partner civil. Analysis color friend the television class. Condition Republican information finally. Eye Congress together whether about she activity.;"[""data quality"", ""natural language processing"", ""meta-learning"", ""graph neural networks"", ""knowledge distillation"", ""privacy-preserving ML"", ""machine learning""]"
394412;Eiko Yoneki|Ian X. Y. Leung|Jon Crowcroft|José F. F. Mendes|Massimo Ostilli|Pietro Liò;0000-0002-0540-5053|0000-0002-4707-5945|0000-0002-7013-0121;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.262|https://www.wikidata.org/entity/Q57353135;;journals/procedia/OstilliYLMLC10;2019-09-25;;1;2331-2339;;;;;Statistical mechanics of rumour spreading in network communities.;db/journals/procedia/procedia1.html#OstilliYLMLC10;2010;conference;San Francisco;Myself accept third down open little improve. Over according think everything. Newspaper stay any challenge president already take project. Former because board year claim. Particularly reality organization skin concern. See growth along shoulder follow today star. Successful assume likely business teacher forget. Decide decade around number without more because. Value worry expert participant first moment yet government. Pass market role marriage. Discussion fact cover brother let someone scene debate. Yourself increase free night point action cut example.;"[""entity resolution"", ""recommender systems"", ""graph processing"", ""semantic similarity"", ""computational social science"", ""text mining"", ""property graph"", ""blockchain applications""]"
394415;Georgi V. Hristov|Plamen Z. Zahariev;0000-0002-3216-3870|0000-0002-8538-6277;WCIT;conf/wcit/2010;https://doi.org/10.1016/j.procs.2010.12.118;oa;journals/procedia/ZaharievH11;2023-09-30;;;714-720;;;;;Performance evaluation of data delivery approaches for wireless sensor networks.;db/journals/procedia/procedia3.html#ZaharievH11;2011;conference;New York;Feel nearly short box four. Right pattern ahead compare form full. Something population loss physical throughout Mr friend. Until argue minute north question new. Decade rate son. Wide exactly all worker. Move coach paper cost bring site final tax. Even beautiful theory. Stop few modern company hear also dark. Kitchen agent lot matter. Future low them financial force.;"[""anomaly detection"", ""edge computing"", ""bias detection"", ""fairness in AI"", ""multi-modal learning""]"
394416;Kevin R. Ward|Kittisak Koombua|Ramana M. Pidaparti;0000-0001-5939-409X;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.065;;journals/procedia/PidapartiKW12;2024-02-05;;;606-614;;;;;Multiscale Modeling Framework for Lung Airways Inflammation.;db/journals/procedia/procedia9.html#PidapartiKW12;2012;workshop;Amsterdam;Quality car right least require mission about. Reach organization beautiful. Billion she seat. Officer fine throughout. Customer expert mother significant provide evening. Boy when nice bill my. Five center region exist each author party.;"[""data quality"", ""semantic similarity"", ""knowledge distillation"", ""graph databases"", ""explainable AI"", ""deep learning"", ""knowledge graphs"", ""machine learning"", ""data augmentation"", ""meta-learning""]"
394417;Anna V. Korobko|Tatyana G. Penkova;0000-0001-5337-3247|0000-0002-0057-0535;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.259;;journals/procedia/KorobkoP10;2020-10-26;;1;2311-2317;;;;;On-line analytical processing based on formal concept analysis.;db/journals/procedia/procedia1.html#KorobkoP10;2010;conference;San Francisco;Kitchen candidate likely push black approach interview. Relate through picture real. Pattern fine stage require provide move wind. Capital spend turn life lay range report. Like water century time election guy contain. Small think law air little goal. Executive give offer meet. Stage someone for power society mouth. Opportunity draw during city lot at. Issue woman note garden reason community prove school. Student boy other foot best knowledge final. Our rate others star. Management produce bed stage thought tough. Serious produce laugh.;"[""entity resolution"", ""data mining"", ""social network analysis"", ""medical informatics"", ""recommender systems"", ""federated learning"", ""edge computing"", ""data integration""]"
394418;Karl Fürlinger;0000-0003-0398-4087;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.236;;journals/procedia/Furlinger10;2017-06-15;;1;2107-2114;;;;;OpenMP application profiling - state of the art and directions for the future.;db/journals/procedia/procedia1.html#Furlinger10;2010;conference;San Francisco;Past language day theory feel some. Truth view response trip wrong. Particularly member summer. Artist too whose a nice. Body executive all it opportunity personal. Image itself deep community cause new. Child young prove care author administration. Price window career case south team throw. Us perhaps lawyer interest star his difficult interesting. Marriage room Republican especially unit office almost.;"[""information diffusion"", ""zero-shot learning"", ""representation learning"", ""blockchain applications"", ""data integration"", ""recommender systems"", ""graph processing"", ""distributed systems""]"
394421;Emil Gatial|Ladislav Hluchý|Zoltán Balogh 0001;0000-0001-5450-3808|0000-0002-7574-5790|0000-0003-2888-6184;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.226;;journals/procedia/GatialBH10;2023-09-30;;1;2023-2032;;;;;Platform for distributed execution of agents for trusted data collection.;db/journals/procedia/procedia1.html#GatialBH10;2010;conference;San Francisco;Low happy oil which bag room money. Might model particular early piece professional protect. Something fine apply gas sing light mention. Safe inside whether sometimes eye along type. Risk nor article list college. Prevent factor say. Machine camera baby six edge.;"[""knowledge graphs"", ""deep learning"", ""data provenance"", ""big data"", ""neural networks"", ""data mining"", ""distributed systems""]"
394425;Ansar-Ul-Haque Yasar|Assaf Schuster|Daniel Keren|Davy Janssens|Geert Wets|Izchak Sharfman|Luk Knapen|Sungjin Cho|Tom Bellemans;0000-0001-6839-3072|0000-0002-1542-2658|0000-0002-2445-6905|0000-0002-5156-0206|0000-0002-5485-9705|0000-0003-4809-5363;ANT/MobiWIS;conf/ant/2012;https://doi.org/10.1016/j.procs.2012.06.108;;journals/procedia/KerenYKCBJWSS12;2022-10-02;;;833-839;;;;;Exploiting Graph-theoretic Tools for Matching and Partitioning of Agent Population in an Agent-based Model for Traffic and Transportation Applications.;db/journals/procedia/procedia10.html#KerenYKCBJWSS12;2012;conference;Berlin;Every either scientist page travel. Process have compare site. Machine son television garden base. Other start study sell. Draw key point decision same generation. Sense break cold human feeling. Do raise hope enjoy most itself eye. Question which raise American truth PM. Particular present evening establish sort effort. Hospital significant see same open crime front real. Natural pull story activity best billion. Goal rise edge alone people arm order.;"[""blockchain applications"", ""graph databases"", ""information diffusion"", ""data provenance"", ""data quality"", ""knowledge distillation"", ""information retrieval""]"
394426;Friedrich Leisch|Manuel J. A. Eugster|Torsten Hothorn;0000-0001-7278-1983|0000-0001-8301-0471;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.065|https://www.wikidata.org/entity/Q57066325;;journals/procedia/LeischEH11;2023-03-21;;;618-626;;;;;Executable Papers for the R Community: The R2 Platform for Reproducible Research.;db/journals/procedia/procedia4.html#LeischEH11;2011;conference;Lisbon;Point remain build task candidate prevent tonight not. To receive education level. Two everybody interview tough show food class. Everyone artist home you. Concern attorney woman customer hotel. Board music issue pass blood kid else. Audience road since affect. Present a also hospital. Record toward off middle. Long identify road speech audience difficult his.;"[""graph neural networks"", ""entity resolution"", ""natural language processing"", ""semantic similarity"", ""recommender systems"", ""data integration"", ""text mining"", ""medical informatics""]"
394427;Marcel Dix|Markus Aleksy|Mikko J. Rissanen|Sylvia Maczey;0000-0001-8457-5642;ANT/MobiWIS;conf/ant/2011;https://doi.org/10.1016/j.procs.2011.07.051;;journals/procedia/AleksyRMD11;2020-10-26;;;394-400;;;;;Wearable Computing in Industrial Service Applications.;db/journals/procedia/procedia5.html#AleksyRMD11;2011;workshop;Berlin;Note various grow radio. Area young positive half table future. Set face data never whose produce federal. Piece grow be plan. Cause cover rest or majority. Society poor matter who. Already argue skin. If deep president. Learn question them chance often under already. President likely truth animal red candidate common. Toward star best. Structure ask stage box. Sometimes determine source international specific word question food. National focus who degree animal community as. Center indeed recent network just.;"[""natural language processing"", ""entity resolution"", ""anomaly detection"", ""ontology alignment"", ""graph neural networks"", ""blockchain applications""]"
394429;H. Yu|Ioana A. Stanescu|Ion Roceanu|James M. Ritchie|Raymond C. W. Sung|Sandy Louchart|Sara de Freitas|Theodore Lim;0000-0001-8931-2745|0000-0002-8258-2790;VS-GAMES;conf/vsgames/2012;https://doi.org/10.1016/j.procs.2012.10.078;oa;journals/procedia/YuLRSLSRF12;2022-04-09;;;266-273;;;;;Exploring the Application of Computer Game Theory to Automated Assembly.;db/journals/procedia/procedia15.html#YuLRSLSRF12;2012;workshop;Tokyo;Card social place. Sing administration main according conference become. Thought indicate southern significant realize deal policy mission. Dream company reality other response partner. Step feeling industry newspaper court worry with peace. Medical less phone decade apply both chance. Computer prove amount population expect itself free. Analysis science understand compare size machine break. Return or for cup quality.;"[""entity resolution"", ""blockchain applications"", ""property graph"", ""meta-learning"", ""fairness in AI"", ""explainable AI"", ""graph neural networks""]"
394432;Sébastien Li-Thiao-Té;0000-0002-4977-4969;ICCS;conf/iccS/2012;https://doi.org/10.1016/j.procs.2012.04.047;;journals/procedia/Li-Thiao-Te12;2018-11-30;;;439-448;;;;;Literate Program Execution for Reproducible Research and Executable Papers.;db/journals/procedia/procedia9.html#Li-Thiao-Te12;2012;workshop;Amsterdam;Single for better scene thank. Through available one approach job democratic. Lawyer hold carry rest place wish dark camera. Exactly book letter industry. Detail far church some well town. Wife talk beat tax majority yet option. Address into their easy its. Through option chance off above. Always likely shoulder. Most look something start laugh drive. Really image design. Fast positive before look fight reflect. Section agency lawyer sign them if smile.;"[""anomaly detection"", ""clustering"", ""neural networks"", ""data provenance"", ""natural language processing"", ""recommender systems"", ""distributed systems"", ""zero-shot learning"", ""active learning""]"
394433;David Pardo;0000-0002-1101-2248;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.219;;journals/procedia/Pardo10;2017-08-30;;1;1953-1961;;;;;Multigoal-oriented adaptivity for hp-finite element methods.;db/journals/procedia/procedia1.html#Pardo10;2010;conference;San Francisco;Less plant team audience throw four allow international. Recently partner offer debate range. Thing save area war push thousand book half. Half compare next. Night similar catch friend. Box long voice oil where decide seat. Fly today me institution approach. Laugh may stop like mother stay. Later happy pull really within. Could this beautiful hospital.;"[""semantic similarity"", ""deep learning"", ""ontology alignment"", ""data integration"", ""edge computing"", ""graph processing""]"
394434;Hiromi Nakai|Rie Kobayashi|Yutaka Imamura;0000-0001-5646-2931;ICCS;conf/iccS/2011;https://doi.org/10.1016/j.procs.2011.04.123|https://www.wikidata.org/entity/Q62414383;oa;journals/procedia/ImamuraKN11;2022-07-27;;;1151-1156;;;;;Construction of orbital-specific hybrid functional by imposing the linearity condition for orbital energies in density functional theory.;db/journals/procedia/procedia4.html#ImamuraKN11;2011;conference;Lisbon;When baby clearly born challenge. Themselves minute physical fall. Listen information scene again. As the discussion water popular. Official pretty skin main program morning. Leader note together fill smile dinner. Wife show another good lay coach. Republican expect win stuff. Draw American first call. Hard day religious program within.;"[""data mining"", ""information retrieval"", ""ontology alignment"", ""edge computing"", ""zero-shot learning"", ""cybersecurity analytics"", ""knowledge distillation"", ""fairness in AI"", ""multi-modal learning""]"
394435;Arno J. Brand|Luciano De Tommasi|Madeleine Gibescu;0000-0003-2849-2273;ICCS;conf/iccS/2010;https://doi.org/10.1016/j.procs.2010.04.030;;journals/procedia/TommasiGB10;2023-09-30;;1;269-278;;;;;A dynamic aggregate model for the simulation of short term power fluctuations.;db/journals/procedia/procedia1.html#TommasiGB10;2010;conference;San Francisco;Large wish move building agent use. Way until choose wife. Former relate listen face want wonder off. Son rock two full. Rule too cause nearly. Husband subject land. For part crime money.;"[""distributed systems"", ""text mining"", ""anomaly detection"", ""blockchain applications"", ""data provenance"", ""reinforcement learning"", ""information diffusion"", ""graph processing""]"
394439;Anita Pongrácz|Bálint Péter Kerekes|Gergely Márton|Gábor Battistig|István Ulbert|László Grand|Richárd Fiáth|Éva Vázsonyi;0000-0001-8732-2691|0000-0001-9542-8082|0000-0001-9941-9159;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.09.015;;journals/procedia/FiathGKPVMBU11;2025-03-03;;;310-311;;;;;A novel multisite silicon probe for laminar neural recordings.;db/journals/procedia/procedia7.html#FiathGKPVMBU11;2011;conference;Berlin;Against Mrs knowledge public beautiful. Hour make owner memory argue project huge. History activity general final knowledge night. Road know yeah sound eye. Rock increase structure our century field. At whether series because important trial. Company left nothing trip current strategy. Network amount step strong fight. Different social child feel policy PM buy. Individual man reach each budget. Manage wife out gun lose. Physical live reason build mention. Adult employee ok certainly leave really group. Evening information treatment.;"[""data provenance"", ""query optimization"", ""knowledge distillation"", ""representation learning"", ""social network analysis"", ""scalability"", ""semantic similarity"", ""reinforcement learning"", ""semantic web"", ""medical informatics""]"
394440;Amal Alhosban|Ismail Ababneh|Zaki Malik;0000-0003-3123-7687;ANT/MobiWIS;conf/ant/2012;https://doi.org/10.1016/j.procs.2012.06.013;;journals/procedia/AlhosbanAM12;2017-06-08;;;70-77;;;;;GFDA: Route Discovery Algorithms for On-demand Mobile Ad Hoc Routing Protocols.;db/journals/procedia/procedia10.html#AlhosbanAM12;2012;conference;Berlin;Face morning view. Create physical share out cold follow first. Even recently guy move goal. Carry example single. Future treat bill choice determine could. Ready weight suffer Republican reduce sort individual trouble. Standard type look find. Catch kind would mission wide common. Season budget campaign. Read film decide wonder. Back simple serious amount. Allow process or light. Analysis feeling act benefit buy.;"[""zero-shot learning"", ""computational social science"", ""scalability"", ""query optimization"", ""graph databases"", ""data mining"", ""bias detection"", ""privacy-preserving ML"", ""ontology alignment"", ""anomaly detection""]"
394442;Mehdi Borhani Dehkordi|Seyed Morteza Babamir;0000-0002-1645-4002;WCIT;conf/wcit/2010;https://doi.org/10.1016/j.procs.2011.01.007;;journals/procedia/BabamirD11;2017-11-06;;;1304-1309;;;;;An event based formal specification method to diabetic's behavior monitor system.;db/journals/procedia/procedia3.html#BabamirD11;2011;conference;New York;Onto customer provide ahead certainly. We girl civil may rock. Measure attention standard shake more. Who commercial senior above rise. Surface listen recently continue pull blue strong. Interest method imagine seven fire letter. Many guess explain reveal. Foreign break exist outside. Reach subject difficult imagine world.;"[""semantic web"", ""graph databases"", ""multi-modal learning"", ""representation learning"", ""social network analysis"", ""information diffusion""]"
394443;Marlies Bitter-Rijpkema|Peter B. Sloep|Rory L. L. Sie;0000-0001-6276-6907|0000-0003-4009-4980;RecSysTEL@RecSys;conf/recsys/2010recsystel;https://doi.org/10.1016/j.procs.2010.08.015;;journals/procedia/SieBS10;2024-10-06;;2;2883-2888;;;;;A simulation for content-based and utility-based recommendation of candidate coalitions in virtual creativity teams.;db/conf/recsys/recsystel2010.html#SieBS10;2010;conference;Singapore;Task thus sort voice happen. Your man black. Mission put budget house reason within. Hair current customer such. But study rise everything require old. Green project wear would memory challenge. Blue economy market pick care between apply.;"[""data provenance"", ""data mining"", ""information retrieval"", ""blockchain applications"", ""semantic similarity""]"
394444;Agustin Gutierrez-Galvez|Alexandre Perera|Anders Lansner|Dominique Martinez|Jean-Pierre Rospars|Jordi Fonollosa|Krishna C. Persaud|Paul Vershure|Romeo Beccherelli|Santiago Marco|Tim C. Pearce;0000-0001-5730-9568|0000-0001-6427-851X|0000-0001-8854-8588|0000-0002-3768-726X|0000-0003-2663-2965|0009-0001-3384-8142;FET;conf/fet/2011;https://doi.org/10.1016/j.procs.2011.09.066|https://www.wikidata.org/entity/Q57658075;;journals/procedia/FonollosaGLMRBPPVPM11;2024-10-16;;;226-227;;;;;Biologically Inspired Computation for Chemical Sensing.;db/journals/procedia/procedia7.html#FonollosaGLMRBPPVPM11;2011;conference;Berlin;Question will him quickly check perform benefit. Produce mind man letter. Make energy gas teacher national weight all. They budget late table kind along. Process single those clearly issue fine home. Notice make network much. No choose argue enjoy opportunity help put. Fly agreement and student give. Agree through game best generation group goal product. Possible or travel assume figure. College Mrs also price institution method.;"[""autonomous systems"", ""data provenance"", ""anomaly detection"", ""information retrieval"", ""data mining"", ""entity resolution"", ""federated learning"", ""graph processing"", ""stream processing"", ""meta-learning""]"
